2011-04-01 00:00:00	-0.001306223419974727	1.3756753997129223e-06
2011-04-01 01:53:22	-0.001306223419974727	1.3756753997129223e-06
2011-04-01 04:06:42	-0.0012465047149882707	-3.043495075648803e-05
2011-04-01 06:20:02	-0.0012333598492875269	-0.00019971858666614336
2011-04-01 08:33:22	-0.0012600927531177292	-0.0005924936087486637
2011-04-01 10:46:42	-0.0014223857443505766	-0.0012429023928846677
2011-04-01 13:00:02	-0.001675354648709637	-0.002204110398045382
2011-04-01 15:13:22	-0.0020973716519144155	-0.003780694389128574
2011-04-01 17:26:42	-0.006217943804008423	-0.006783855239706683
2011-04-01 19:40:02	-0.011812062920280027	-0.012270709478675385
2011-04-01 21:44:41	-0.015530131594266866	-0.020375797812591318
2011-04-01 23:24:53	-0.017712147119255714	-0.030662951667316297
2011-04-02 00:44:01	-0.01884235213725277	-0.04309023403009865
2011-04-02 01:46:57	-0.019239916379578476	-0.05747694365567155
2011-04-02 02:37:20	-0.01947258258522527	-0.07396217299373892
2011-04-02 03:18:03	-0.019376251674468388	-0.09111497420976433
2011-04-02 03:51:53	-0.018572741583991942	-0.10868122055678822
2011-04-02 04:20:29	-0.017138213799089873	-0.12696606718815015
2011-04-02 04:36:37	-0.016005944360006838	-0.13887400951841986
2011-04-02 04:51:28	-0.014692605241437853	-0.15121029569645375
2011-04-02 05:05:23	-0.013278526176957921	-0.16378953752969588
2011-04-02 05:18:21	-0.01168791526992366	-0.17703870273513006
2011-04-02 05:30:37	-0.010155065015226422	-0.18972458138705556
2011-04-02 05:42:11	-0.008209833379223621	-0.2044163648445368
2011-04-02 05:53:04	-0.006381588772781575	-0.21822457841047938
2011-04-02 06:03:22	-0.004482738076705574	-0.23232636588051428
2011-04-02 06:13:09	-0.0023606120155626156	-0.24766071751323124
2011-04-02 06:22:26	-0.00034802551672574473	-0.2622035430453777
2011-04-02 06:31:14	0.0016164720893073286	-0.2764415271156026
2011-04-02 06:39:36	0.0038144828841976727	-0.2926115879641819
2011-04-02 06:47:35	0.00591602205439405	-0.30807193799373833
2011-04-02 06:55:16	0.007934941326847172	-0.3229244799192956
2011-04-02 07:02:38	0.009988746352868724	-0.3383509313346744
2011-04-02 07:09:44	0.012168718405429733	-0.35523954537108343
2011-04-02 07:16:33	0.014260569265762121	-0.37144546955271696
2011-04-02 07:23:06	0.016271658011516022	-0.38702571590500495
2011-04-02 07:29:26	0.018213426977675744	-0.40206893014200523
2011-04-02 07:35:33	0.0201566579148236	-0.4193912408380709
2011-04-02 07:41:29	0.022043611671974578	-0.4364261413792461
2011-04-02 07:47:13	0.023870395872173718	-0.4529178476771089
2011-04-02 07:52:47	0.025641993003280746	-0.4689113402643388
2011-04-02 07:58:12	0.02736321352793252	-0.4844500466771247
2011-04-02 08:03:28	0.02873586572980462	-0.5011211165576
2011-04-02 08:08:36	0.029915610159630596	-0.5180767988864885
2011-04-02 08:13:36	0.031065209198921716	-0.5345992215595847
2011-04-02 08:18:27	0.0321806844799101	-0.5506312061420052
2011-04-02 08:23:10	0.03326848985824857	-0.5662655096101591
2011-04-02 08:27:48	0.03433300106617126	-0.5815650214542124
2011-04-02 08:32:18	0.03467204324985764	-0.5967327620008697
2011-04-02 08:36:43	0.03435387860747921	-0.6118688052835801
2011-04-02 08:41:01	0.03404294019107813	-0.6266610753916658
2011-04-02 08:45:13	0.033740524824607196	-0.6410478785324639
2011-04-02 08:49:21	0.03344323265253622	-0.6551909559983912
2011-04-02 08:53:26	0.033148379162969664	-0.6692180180464405
2011-04-02 08:57:26	0.032860183412487004	-0.6829283515410417
2011-04-02 09:01:20	0.03148684498724727	-0.6947209496007614
2011-04-02 09:05:12	0.028082086351484545	-0.7033452793114597
2011-04-02 09:09:02	0.024716695368126027	-0.7118698898788675
2011-04-02 09:12:50	0.021370652902918966	-0.7203454902174152
2011-04-02 09:16:34	0.018071910917710342	-0.7287012773831008
2011-04-02 09:20:18	0.014790888701149935	-0.7370121799788157
2011-04-02 09:24:01	0.01151871231933595	-0.7453006758774398
2011-04-02 09:27:42	0.008276225903658264	-0.7535139664283574
